# SHEtoken Policy Recommendations v2 — 2025
# NOW COVERS: WEI all pillars, GPI, SVI, WEVI, WADI
# Marital rape, conflict SGBV, AI displacement, widow rights,
# period poverty, caste targeting, indigenous women, temple towns
# Every recommendation cites a proven real-world program
# (c) 2026 SHE Foundation
#
country,iso_code,tier,wei_score,priority,pillar,pillar_score,intervention,description,impact,cost,time_to_impact,proven_example,year
Myanmar,MMR,3,38.8,1,svi,19.4,Marital Rape Criminalisation,Remove marital exemption from rape law — most overdue legal reform globally,"SVI +8.0, WEI Bodily Autonomy +3.5",very low (law),immediate (law) + enforcement culture 5-10 yrs,"Still legal in India, Bangladesh, Pakistan, Indonesia, Egypt, Iran + 16 others. UK criminalised 1991.",2025
Myanmar,MMR,3,38.8,2,svi,19.4,Reduce Reporting Gap — Anonymous Reporting,Anonymous online/app reporting + guaranteed no police referral option,"SVI reporting gap -10%, WEI Safety +1.5",very low,6-12 months,"SHEtoken grievance app (shetoken.org/signal) — zero PII, immediate resources",2025
Myanmar,MMR,3,38.8,3,svi,19.4,Rape Kit Processing + Forensic Capacity,Clear rape kit backlog + fund forensic labs + victim-friendly examination,"SVI impunity -10%, WEI Safety +2.0",medium,1-2 years,"End the Backlog USA campaign — 200,000 untested rape kits processed",2025
Myanmar,MMR,3,38.8,4,svi,19.4,Consent-Based Rape Law Reform,Replace 'force-based' rape law with 'absence of consent' standard,SVI legal framework +2.0,very low (law),immediate,Japan 2023 — consent law passed after decades of campaigning. Sweden 2018.,2025
Myanmar,MMR,3,38.8,5,svi,19.4,Conflict SGBV Response Protocol,UNHCR-standard SGBV response teams in all conflict zones + mobile courts,SVI conflict score -3.0,high,immediate deployment,UN MONUSCO DRC — SGBV mobile courts. IRC emergency response DRC/Sudan.,2025
Myanmar,MMR,3,38.8,6,svi,19.4,Caste-Targeted Sexual Violence Law,Specific legal framework and fast-track courts for caste-based SGBV,"SVI impunity -5% (India/similar), WEI Safety +1.5",low (law + courts),1-3 years,India SC/ST Prevention of Atrocities Act — needs stronger enforcement,2025
Myanmar,MMR,3,38.8,7,svi,19.4,Indigenous Women Protection Framework,Dedicated law enforcement for indigenous communities + MMIW inquiry,SVI +3.0 (indigenous populations),medium,2-4 years,Canada MMIW National Inquiry 2019 — 231 calls to action. Implementation ongoing.,2025
Myanmar,MMR,3,38.8,8,conflict,20.0,Deploy UN SGBV Response Teams,UNHCR-standard sexual and gender-based violence response in all active conflict zones,SVI conflict risk -3.0,high,immediate,"IRC emergency SGBV programs — DRC, South Sudan, Syria. MSF safe spaces.",2025
Myanmar,MMR,3,38.8,1,corporate:avoid,,Supply Chain Accord — Women's Rights,"Binding 5-year accord for major brands sourcing from AVOID-rated countries. Commits to: annual gender audit, 1% of FOB to women's programs, WEI improvement targets, remediation plan, exit plan if EMBARGO triggered.",Direct: funds women's programs. Indirect: WEI signal +1-2 pts,medium (brand-funded),6-12 months to negotiate,"Bangladesh Accord on Fire and Building Safety 2013 — 200+ brands, legally binding, 4,000 factories audited, 150,000 hazards fixed. Most successful supply chain accountability mechanism ever created.",2025
Myanmar,MMR,3,38.8,2,corporate:avoid,,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation. Minimum $50/worker/year into country-level reskilling fund. Administered by ILO Better Work.,"WADI reskilling -10, WEI Dignity +1.5",medium (brand-funded),2-5 years,"ACT (Action Collaboration Transformation) — multi-brand initiative. Full signatory list at actonlivingwages.com. Bangladesh: $8.8B US imports, $44M/year at 0.5% would fund reskilling for 880,000 workers.",2025
Myanmar,MMR,3,38.8,3,corporate:avoid,,Trade Tariff Adjustment — Women's Rights,"Government-level: import tariff on goods from AVOID countries, waived if importer shows women's rights certification or payment into WEI Impact Fund. Rate: 1-3% ad valorem scaled to WRBCS score gap.",Revenue: $283M+/year at 1% of AVOID trade. Incentive: companies self-certify to avoid tariff.,very low (legislative — companies pay),2-4 years (legislative path),EU Carbon Border Adjustment Mechanism (CBAM) 2023 — carbon tariff on steel/cement/aluminium. Uyghur Forced Labor Prevention Act 2021 — import ban unless supply chain proven clean. US GSP statute (19 USC 2462) — already conditions trade preferences on labour rights: one amendment needed.,2025
Myanmar,MMR,3,38.8,4,corporate:avoid,,State Procurement Women's Rights Preference,State and city governments give procurement preference to companies with WRTC certification. Companies sourcing from AVOID countries without certification excluded from state/city contracts.,Market signal: $500B+ state procurement as incentive,very low,1-2 years (state legislation),California SB 657 (2010) — supply chain transparency for all companies doing business with California. Massachusetts anti-sweatshop procurement. NYC Fair Trade Resolution.,2025
Jordan,JOR,3,38.8,1,empowerment,24.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Jordan,JOR,3,38.8,2,empowerment,24.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Jordan,JOR,3,38.8,3,bodily_autonomy,28.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Jordan,JOR,3,38.8,4,bodily_autonomy,28.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Jordan,JOR,3,38.8,5,bodily_autonomy,28.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Jordan,JOR,3,38.8,6,bodily_autonomy,28.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Jordan,JOR,3,38.8,7,bodily_autonomy,28.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Jordan,JOR,3,38.8,8,economic,30.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Nepal,NPL,3,38.2,1,bodily_autonomy,30.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Nepal,NPL,3,38.2,2,bodily_autonomy,30.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Nepal,NPL,3,38.2,3,bodily_autonomy,30.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Nepal,NPL,3,38.2,4,bodily_autonomy,30.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Nepal,NPL,3,38.2,5,bodily_autonomy,30.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Nepal,NPL,3,38.2,6,dignity_welfare,32.0,Widow Property Rights Enforcement,Legal aid + community paralegal network to prevent property stripping,"WEI Dignity +3.0, WEVI -8 pts vulnerability",low,2-5 years,"Kenya Succession Act enforcement campaign — 10,000 widows assisted",2025
Nepal,NPL,3,38.2,7,dignity_welfare,32.0,Widow Pension and Social Support,Meaningful widow pension (not symbolic ₹500/month) + social reintegration,"WEI Dignity +2.5, WEVI -10 pts",medium,immediate (law) + 1-2 years rollout,"Kerala widow pension ₹1,400/month + Kudumbashree inclusion — WEVI 28 vs India avg 69",2025
Nepal,NPL,3,38.2,8,dignity_welfare,32.0,Temple Town Widow Rehabilitation,Repatriation support + skill training + income + family mediation for abandoned widows,WEI Dignity +1.5 (India states),low,1-3 years,"Guild of Service Vrindavan — 1,500 widows with income. Sulabh International vocational training",2025
Guatemala,GTM,3,36.8,1,bodily_autonomy,30.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Guatemala,GTM,3,36.8,2,bodily_autonomy,30.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Guatemala,GTM,3,36.8,3,bodily_autonomy,30.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Guatemala,GTM,3,36.8,4,bodily_autonomy,30.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Guatemala,GTM,3,36.8,5,bodily_autonomy,30.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Guatemala,GTM,3,36.8,6,safety_justice,30.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Guatemala,GTM,3,36.8,7,safety_justice,30.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Guatemala,GTM,3,36.8,8,safety_justice,30.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Egypt,EGY,3,34.9,1,gpi_land,16.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
Egypt,EGY,3,34.9,2,gpi_land,16.0,Inheritance Law Reform + Enforcement,Amend inheritance law to ensure equal shares + community courts to enforce,"GPI Land +3.0, WEVI -6 pts",very low (law),2-5 years,India Hindu Succession Amendment 2005 — equal ancestral property rights,2025
Egypt,EGY,3,34.9,3,bodily_autonomy,22.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Egypt,EGY,3,34.9,4,bodily_autonomy,22.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Egypt,EGY,3,34.9,5,bodily_autonomy,22.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Egypt,EGY,3,34.9,6,bodily_autonomy,22.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Egypt,EGY,3,34.9,7,bodily_autonomy,22.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Egypt,EGY,3,34.9,8,empowerment,24.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Zimbabwe,ZWE,3,31.9,1,bodily_autonomy,24.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Zimbabwe,ZWE,3,31.9,2,bodily_autonomy,24.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
